seed,seat,opponent,arm,episode_id,step,variant,same_state_attribution_passed,market_changed_on_same_state,candidate_callback_ms,opponent_callback_ms,same_state_control_callback_ms,own_observation_sha256,opponent_observation_sha256,own_cash_before,opponent_cash_before,own_cash_after,opponent_cash_after,next_public_state_sha256
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,696,control,True,False,9.044682010426186,1.0605779971228912,0.0,ad754db69854fa7f48540d24129211a2874dd953fcd30ea8bfcf2d58892795d9,132ee0e1611a88dd51309427dad79af4ce19e1c94af632de11942b4024bba3c2,41150.0,41150.0,42854.0,42563.0,7fd4204e92e9a0874efc616d15ce7d4db855a096cfbec149792f6dc86db61bac
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,697,control,True,False,10.387499001808465,1.2620519992196932,0.0,c0363d08176ee1cd1e1d8a41c595c8343a80aadb92165a79186349342f3e2387,29104ee0fe6f6bc47a04974ee34aabcfcaca23e3b05e921f993f7a4982b0fd06,42854.0,42563.0,42853.0,42562.0,fa726ec543c9a68275242095753f4195b93c4be8a672f85a538de554c5e1727b
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,698,control,True,False,38.053419993957505,1.554476999444887,0.0,878c65f1bf6722797420e936a317882de6d7ffc0aec0935b6b6ddabe70c2ec23,3f64bdeef2a260700b5bd5b869471e88c99b5c58232880ed77a52458824c8abf,42853.0,42562.0,42851.0,42560.0,e9c58955875ae3707f86b7e63d1e0ff4ffd5af74e32c8c6a1528097f5ae73c40
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,699,control,True,False,16.14370099559892,1.896025991300121,0.0,3a0f0d06fb39c85482e9571f0dc308cbfb842956a3a60a02ae47fec25e4d427d,27c2f159584b1b9efd7f648ec0e6e82d11cf777cfc376c70a7ed2dd4f47b06a8,42851.0,42560.0,42851.0,42560.0,c19c9bacd6e7c04fe9005f78d651f75cfe8c976e4fb9d85800f3472609e29b48
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,700,control,True,False,16.194255993468687,1.8582060001790524,0.0,64ed3e9f4eafdfd6e45d08b7b5058f5e3ef841dde9953fc1b3b207c1b176b482,d64d98ca69e8986abe6848a60e41bc76d30d0f8173258a2fd40cec55165fc724,42851.0,42560.0,42851.0,42646.0,422926a76ebb89521aa2f3f7b7e99de58af5262343accbc9740a3a7681e12202
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,701,control,True,False,16.062007009168155,1.8392090132692829,0.0,ba07c6299c0c76f4d85b37579e28c8284e662235a659d211d5925c017a10622b,667fa9af1f75f09bc5183d02ffc7154f8633a22c9d9256f2154aad2af8540a00,42851.0,42646.0,42851.0,42646.0,9d0560cb4c2a6e13dde1ccecba7ed4845073abd62be12f38ad9498628ab4089e
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,702,control,True,False,16.270931999315508,3.0471979989670217,0.0,3c508a3d7cd9fa0376b1c96dc29ba546f093325116c378611c1c71206c96a5f2,9142decba0fec50624513f51bed005f05cb0725097927c51a73c74633cc9879d,42851.0,42646.0,42851.0,42697.0,4452bb90f2f606d9b9dcf1825edcde4f4758d6ba3f56dce915b3a78f3071b451
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,703,control,True,False,14.255183006753214,2.033848999417387,0.0,7d9678b179ca461a6d97d6e460f5c910a2ed3ff86e6b6dc16557bdf256af2f04,22d5307252ea0e731ff559b10a84d3e78d60a3218c28c17824fadac85acf7001,42851.0,42697.0,42851.0,42697.0,04ac2d9f21c969ad5d65c296288cac56b6e6471fd544a373b92845e1e7f8a2e2
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,704,control,True,False,14.47626799927093,2.290668009663932,0.0,7d24c4dbffeca57778538a99dbaf8505c11f704e90678639061193802dc7bd5d,d89da18ab5d94fcd4901d55c466fe82900692fd7bbe4ba4238043a5e5223c0c1,42851.0,42697.0,42851.0,42697.0,ebed1924ef63d714dda33c84e2799b0750beead044ec9ba65d095cbead93ed72
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,705,control,True,False,14.127319009276107,2.2627610014751554,0.0,7a46c6120dcb2ea3c496e9849cdffbee9080432ed3ef0d12dfe5a34f9f441673,0afd1ebc4c08205570054653e794df1a4da8f2c7fb15387f5d276daaed15fbc0,42851.0,42697.0,42851.0,42697.0,a639391ed081a5fe773469b7b37da4c1108b7e8e5af9504427252472298e6df9
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,706,control,True,False,12.843998993048444,2.6500639942241833,0.0,c150ddd316c406aa9f8481fe9c6629beb2218bb30fe581cb7f9ff3e0a23066d5,9c3a84e3032132e0c046b00ea507bcc01dfe35a8eb949d75d0dbd84332e9901a,42851.0,42697.0,42851.0,43880.0,284e8025d7aa824f29e4827bac9b3d3cbc67584407601e1af1b93e713b2d7204
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,707,control,True,False,10.782772995298728,2.375270996708423,0.0,27e1b7b92d5c72bce3510acbaa2bce66251e8a9dc7a2dd84c8e2debe03b96f5d,c84837f728203e1d6bc4a809795610ee82eabb994accfd2788de43d9730b4c60,42851.0,43880.0,42851.0,43880.0,64172b0c41b7c49582c02c5aed9f8121bc391399874f91e28e57451a17f4c900
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,708,control,True,False,11.512201992445625,2.4794430064503103,0.0,fde5c90ce0f553448a97f35b9f0dabcedaa79d06b5d60d0d9baa325f87955875,7657ad3e4cdd396994f6ec066a5f847aaff13b60312f49a33c8be2635c53e728,42851.0,43880.0,42851.0,43931.0,6241003fa131c9bf28f80ab6372614419bafe19a433b6b3e591283c8da368797
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,709,control,True,False,9.510732008493505,2.3394450108753517,0.0,d05e05b01e16603fe92e847a10acc1cf254b45e62a48511f6cf0e077d4b53bde,80227f08c2410c4f6b1aa39d8f8f997e21c3fe3aa27f405dfb71f3bb7491c031,42851.0,43931.0,42851.0,43931.0,6ba71d6efddb054c30d9c54c16cb7661c0a0c2b2dbd5dae4d07f2812bef017c7
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,710,control,True,False,9.272499999497086,2.576234008301981,0.0,f70642ef160c0563630b9339f1c3aa9a90ca373c28fa777e7c219a2eed5c7c0f,7b9244430746f62055995c95d20e509fe9ae171fa82af9d75da3d22300c31270,42851.0,43931.0,42851.0,43982.0,e9957f6c26eab8a7531b7dfb45dea3c9b525c0cff88801f86c9b2dfa2d1c5ec8
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,711,control,True,False,8.77071000286378,2.0764879882335663,0.0,aa13dfb5912720266cd95f41766fdbbf73bdeabb149d0ae914eacf2b7df542a6,3a8c8da78a33d62c4a9aab289931f362f8792ab18d72aca18c62e38461289938,42851.0,43982.0,42851.0,43982.0,7fe442c2db45fd11069ce845c64cbc0c3d8ec16a5abbea35169f4714bb43b67a
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,712,control,True,False,8.165516002918594,2.0761460036737844,0.0,37897dec6f25a0c9f9109ba06f4faae05d3a4814ee583c00f26273c157da1001,cf858c0d42647a6f853892cda9a65608c563be249f972c72ac0773185eb1908c,42851.0,43982.0,42851.0,43982.0,4c86692d3d12c585c035e684b07917e1e6f65f62975bce000d302be7cdd802bd
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,713,control,True,False,5.472668999573216,2.297022001584992,0.0,578eda3f99f9952677d923db146169443f65dbe5b4b5474f0fbd1eb8fe83d2d9,7d894d4372edbe2c6279b5d7a27fce1a99ecc65ea3c99945c48fbbd0a3554025,42851.0,43982.0,42851.0,43982.0,c9ed46326e316924520da7c78dd5ebdee22db1fad53fbbf96b292d14e1c2b601
1601,0,livestock_fertilizer,coordinated,c3c1b698f20aad8101da,714,control,True,False,5.363966993172653,2.340708000701852,0.0,c8945c9d31256fd865163589151cfc69c634c6137116823f6ed087f573267fd3,00ca5e6d99db5b8d9dd6ce5e225d8d8c285e5ec54f59a5cef34f42a4dc4ea66e,42851.0,43982.0,42851.0,44033.0,2554a1f37d7d31760b6c9e1e2aacd31ac6a8075981001cebc5d1be3ee0f35ea0
