seed,seat,opponent,arm,source_arm,episode_id,step,recorded_transition_parity,scope,final_callback,own_cash_control,own_cash_aligned,own_cash_delta,opponent_cash_delta,coin_margin_delta,residual_units_control,residual_units_aligned,residual_units_delta
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,696,True,one_step_saved_state_fixed_rival_action,False,42854.0,42854.0,0.0,0.0,0.0,2,2,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,697,True,one_step_saved_state_fixed_rival_action,False,42939.0,42939.0,0.0,0.0,0.0,0,0,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,698,True,one_step_saved_state_fixed_rival_action,False,42937.0,42937.0,0.0,0.0,0.0,1,1,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,699,True,one_step_saved_state_fixed_rival_action,False,42988.0,42988.0,0.0,0.0,0.0,0,0,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,700,True,one_step_saved_state_fixed_rival_action,False,42988.0,42988.0,0.0,0.0,0.0,5,5,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,701,True,one_step_saved_state_fixed_rival_action,False,42988.0,42988.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,702,True,one_step_saved_state_fixed_rival_action,False,42988.0,42988.0,0.0,0.0,0.0,9,9,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,703,True,one_step_saved_state_fixed_rival_action,False,43973.0,43973.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,704,True,one_step_saved_state_fixed_rival_action,False,43973.0,43973.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,705,True,one_step_saved_state_fixed_rival_action,False,44059.0,44059.0,0.0,0.0,0.0,4,4,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,706,True,one_step_saved_state_fixed_rival_action,False,44059.0,44059.0,0.0,0.0,0.0,4,4,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,707,True,one_step_saved_state_fixed_rival_action,False,44059.0,44059.0,0.0,0.0,0.0,8,8,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,708,True,one_step_saved_state_fixed_rival_action,False,44160.0,44160.0,0.0,0.0,0.0,8,8,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,709,True,one_step_saved_state_fixed_rival_action,False,44160.0,44160.0,0.0,0.0,0.0,8,8,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,710,True,one_step_saved_state_fixed_rival_action,False,44160.0,44160.0,0.0,0.0,0.0,10,10,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,711,True,one_step_saved_state_fixed_rival_action,False,44356.0,44356.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,712,True,one_step_saved_state_fixed_rival_action,False,44356.0,44356.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,713,True,one_step_saved_state_fixed_rival_action,False,44356.0,44356.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,714,True,one_step_saved_state_fixed_rival_action,False,44356.0,44356.0,0.0,0.0,0.0,7,7,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,715,True,one_step_saved_state_fixed_rival_action,False,44522.0,44522.0,0.0,0.0,0.0,5,5,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,716,True,one_step_saved_state_fixed_rival_action,False,44522.0,44522.0,0.0,0.0,0.0,5,5,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,717,True,one_step_saved_state_fixed_rival_action,False,44689.0,44689.0,0.0,0.0,0.0,3,3,0
1601,0,livestock_fertilizer,sequential,sequential,35cba1b6eb288052fa45,718,True,one_step_saved_state_fixed_rival_action,True,44837.0,44837.0,0.0,0.0,0.0,0,0,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,696,True,one_step_saved_state_fixed_rival_action,False,42854.0,42854.0,0.0,0.0,0.0,0,0,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,697,True,one_step_saved_state_fixed_rival_action,False,42853.0,42853.0,0.0,0.0,0.0,0,0,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,698,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,4,4,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,699,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,4,4,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,700,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,4,4,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,701,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,4,4,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,702,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,703,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,704,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,705,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,6,6,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,706,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,10,10,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,707,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,10,10,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,708,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,12,12,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,709,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,13,13,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,710,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,15,15,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,711,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,16,16,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,712,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,19,19,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,713,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,19,19,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,714,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,22,22,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,715,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,22,22,0
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,716,True,one_step_saved_state_fixed_rival_action,False,43838.0,44552.0,714.0,0.0,714.0,18,6,-12
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,717,True,one_step_saved_state_fixed_rival_action,False,44754.0,44840.0,86.0,0.0,86.0,2,0,-2
1601,0,livestock_fertilizer,coordinated,coordinated,c3c1b698f20aad8101da,718,True,one_step_saved_state_fixed_rival_action,True,44840.0,44840.0,0.0,0.0,0.0,0,0,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,696,True,one_step_saved_state_fixed_rival_action,False,42854.0,42854.0,0.0,0.0,0.0,2,2,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,697,True,one_step_saved_state_fixed_rival_action,False,42939.0,42939.0,0.0,0.0,0.0,0,0,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,698,True,one_step_saved_state_fixed_rival_action,False,42937.0,42937.0,0.0,0.0,0.0,1,1,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,699,True,one_step_saved_state_fixed_rival_action,False,42988.0,42988.0,0.0,0.0,0.0,0,0,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,700,True,one_step_saved_state_fixed_rival_action,False,42988.0,42988.0,0.0,0.0,0.0,5,5,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,701,True,one_step_saved_state_fixed_rival_action,False,42988.0,42988.0,0.0,0.0,0.0,6,6,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,702,True,one_step_saved_state_fixed_rival_action,False,42988.0,42988.0,0.0,0.0,0.0,9,9,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,703,True,one_step_saved_state_fixed_rival_action,False,43973.0,43973.0,0.0,0.0,0.0,6,6,0
