feature,distinct_values,minimum,maximum,nonzero_fraction,status
cash.product.CARROT.shed_before,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.shed_after,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.shed_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.control_sell_requested,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.aligned_sell_requested,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.control_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.aligned_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.sellable_units_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.control_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.aligned_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.control_solo_revenue,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.aligned_solo_revenue,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.solo_revenue_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.aligned_rule_reserve_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.uncovered_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.CARROT.undercoverage_present,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.EGG.shed_before,3,0.0,4.0,0.062111801242236024,causal_candidate_not_competition_validated
cash.product.EGG.shed_after,4,0.0,4.0,0.13664596273291926,causal_candidate_not_competition_validated
cash.product.EGG.shed_delta,3,0.0,2.0,0.08695652173913043,causal_candidate_not_competition_validated
cash.product.EGG.control_sell_requested,4,0.0,4.0,0.13664596273291926,causal_candidate_not_competition_validated
cash.product.EGG.aligned_sell_requested,4,0.0,4.0,0.13664596273291926,causal_candidate_not_competition_validated
cash.product.EGG.control_sellable_units,4,0.0,4.0,0.11801242236024845,causal_candidate_not_competition_validated
cash.product.EGG.aligned_sellable_units,4,0.0,4.0,0.13664596273291926,causal_candidate_not_competition_validated
cash.product.EGG.sellable_units_delta,3,0.0,2.0,0.031055900621118012,causal_candidate_not_competition_validated
cash.product.EGG.control_residual_units,3,0.0,2.0,0.031055900621118012,causal_candidate_not_competition_validated
cash.product.EGG.aligned_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.EGG.control_solo_revenue,5,0.0,172.0,0.11801242236024845,causal_candidate_not_competition_validated
cash.product.EGG.aligned_solo_revenue,5,0.0,172.0,0.13664596273291926,causal_candidate_not_competition_validated
cash.product.EGG.solo_revenue_delta,3,0.0,86.0,0.031055900621118012,causal_candidate_not_competition_validated
cash.product.EGG.aligned_rule_reserve_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.EGG.uncovered_sellable_units,3,0.0,2.0,0.031055900621118012,causal_candidate_not_competition_validated
cash.product.EGG.undercoverage_present,2,0.0,1.0,0.031055900621118012,causal_candidate_not_competition_validated
cash.product.FERTILIZER.shed_before,5,0.0,5.0,0.062111801242236024,causal_candidate_not_competition_validated
cash.product.FERTILIZER.shed_after,7,0.0,6.0,0.16149068322981366,causal_candidate_not_competition_validated
cash.product.FERTILIZER.shed_delta,6,0.0,5.0,0.11180124223602485,causal_candidate_not_competition_validated
cash.product.FERTILIZER.control_sell_requested,7,0.0,6.0,0.16149068322981366,causal_candidate_not_competition_validated
cash.product.FERTILIZER.aligned_sell_requested,7,0.0,6.0,0.16149068322981366,causal_candidate_not_competition_validated
cash.product.FERTILIZER.control_sellable_units,7,0.0,6.0,0.14285714285714285,causal_candidate_not_competition_validated
cash.product.FERTILIZER.aligned_sellable_units,7,0.0,6.0,0.16149068322981366,causal_candidate_not_competition_validated
cash.product.FERTILIZER.sellable_units_delta,3,0.0,2.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.FERTILIZER.control_residual_units,3,0.0,2.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.FERTILIZER.aligned_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.FERTILIZER.control_solo_revenue,10,0.0,299.0,0.14285714285714285,causal_candidate_not_competition_validated
cash.product.FERTILIZER.aligned_solo_revenue,11,0.0,299.0,0.16149068322981366,causal_candidate_not_competition_validated
cash.product.FERTILIZER.solo_revenue_delta,3,0.0,100.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.FERTILIZER.aligned_rule_reserve_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.FERTILIZER.uncovered_sellable_units,3,0.0,2.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.FERTILIZER.undercoverage_present,2,0.0,1.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.MELON.shed_before,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.shed_after,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.shed_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.control_sell_requested,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.aligned_sell_requested,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.control_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.aligned_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.sellable_units_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.control_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.aligned_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.control_solo_revenue,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.aligned_solo_revenue,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.solo_revenue_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.aligned_rule_reserve_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.uncovered_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MELON.undercoverage_present,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.shed_before,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.shed_after,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.shed_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.control_sell_requested,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.aligned_sell_requested,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.control_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.aligned_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.sellable_units_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.control_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.aligned_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.control_solo_revenue,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.aligned_solo_revenue,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.solo_revenue_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.aligned_rule_reserve_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.uncovered_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.MILK.undercoverage_present,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.shed_before,2,0.0,2.0,0.031055900621118012,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.shed_after,2,0.0,2.0,0.049689440993788817,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.shed_delta,2,0.0,2.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.control_sell_requested,2,0.0,2.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.aligned_sell_requested,2,0.0,2.0,0.049689440993788817,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.control_sellable_units,2,0.0,2.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.aligned_sellable_units,2,0.0,2.0,0.049689440993788817,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.sellable_units_delta,2,0.0,2.0,0.006211180124223602,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.control_residual_units,2,0.0,2.0,0.006211180124223602,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.aligned_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.control_solo_revenue,4,0.0,622.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.aligned_solo_revenue,4,0.0,622.0,0.049689440993788817,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.solo_revenue_delta,2,0.0,620.0,0.006211180124223602,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.aligned_rule_reserve_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.uncovered_sellable_units,2,0.0,2.0,0.006211180124223602,causal_candidate_not_competition_validated
cash.product.STRAWBERRY.undercoverage_present,2,0.0,1.0,0.006211180124223602,causal_candidate_not_competition_validated
cash.product.TOMATO.shed_before,3,0.0,4.0,0.062111801242236024,causal_candidate_not_competition_validated
cash.product.TOMATO.shed_after,3,0.0,4.0,0.10559006211180125,causal_candidate_not_competition_validated
cash.product.TOMATO.shed_delta,3,0.0,4.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.TOMATO.control_sell_requested,3,0.0,4.0,0.08695652173913043,causal_candidate_not_competition_validated
cash.product.TOMATO.aligned_sell_requested,3,0.0,4.0,0.10559006211180125,causal_candidate_not_competition_validated
cash.product.TOMATO.control_sellable_units,3,0.0,4.0,0.08695652173913043,causal_candidate_not_competition_validated
cash.product.TOMATO.aligned_sellable_units,3,0.0,4.0,0.10559006211180125,causal_candidate_not_competition_validated
cash.product.TOMATO.sellable_units_delta,3,0.0,4.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.TOMATO.control_residual_units,3,0.0,4.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.TOMATO.aligned_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.TOMATO.control_solo_revenue,8,0.0,459.0,0.08695652173913043,causal_candidate_not_competition_validated
cash.product.TOMATO.aligned_solo_revenue,10,0.0,459.0,0.10559006211180125,causal_candidate_not_competition_validated
cash.product.TOMATO.solo_revenue_delta,3,0.0,332.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.TOMATO.aligned_rule_reserve_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.TOMATO.uncovered_sellable_units,3,0.0,4.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.TOMATO.undercoverage_present,2,0.0,1.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.WHEAT.shed_before,4,0.0,12.0,0.062111801242236024,causal_candidate_not_competition_validated
cash.product.WHEAT.shed_after,4,0.0,12.0,0.09316770186335403,causal_candidate_not_competition_validated
cash.product.WHEAT.shed_delta,3,0.0,10.0,0.031055900621118012,causal_candidate_not_competition_validated
cash.product.WHEAT.control_sell_requested,4,0.0,12.0,0.07453416149068323,causal_candidate_not_competition_validated
